video,scores
CHMA-402_res2160_mu11200_sigma300_rate11337_aqOn.yuv,9.59200749183228
CHMA-402_res1080_mu5400_sigma300_rate5380_aqOn.yuv,9.33256276803988
CHMA-402_res600_mu800_sigma200_rate557_aqOn.yuv,7.97182981205303
CHMA-402_res1080_mu500_sigma100_rate498_aqOn.yuv,7.4723088326706
CHMA-402_res720_mu1500_sigma300_rate1248_aqOn.yuv,8.63473181939827
CHEM_res720_mu1500_sigma300_rate1833_aqOn.yuv,8.64891111704368
CHEM_res2160_mu3000_sigma300_rate3242_aqOn.yuv,8.65189131491894
CHEM_res2160_mu11200_sigma300_rate11288_aqOn.yuv,9.26427570175109
CHEM_res1080_mu1200_sigma100_rate1197_aqOn.yuv,8.07223639847588
CHEM_res2160_mu1000_sigma100_rate1012_aqOn.yuv,7.55033561136828
CHEM_res1080_mu500_sigma100_rate772_aqOn.yuv,7.73948658183764
CHEM_res1080_mu5400_sigma300_rate4943_aqOn.yuv,9.0364872289015
CHEM_res600_mu800_sigma200_rate630_aqOn.yuv,7.84326224691383
CIND-00h13m44s_res1080_mu1200_sigma100_rate1231_aqOff.yuv,8.65150923843238
CIND-00h13m44s_res1080_mu500_sigma100_rate499_aqOn.yuv,7.47740246570333
CIND-00h13m44s_res1080_mu1200_sigma100_rate1231_aqOn.yuv,8.64601523740804
CIND-00h13m44s_res720_mu1500_sigma100_rate1568_aqOn.yuv,8.65634679205001
CIND-00h13m44s_res2160_mu11200_sigma300_rate11366_aqOn.yuv,9.83518866053103
CIND-00h13m44s_res1080_mu5400_sigma300_rate5587_aqOn.yuv,9.53014029645918
CIND-00h13m44s_res600_mu800_sigma50_rate831_aqOn.yuv,7.96434980728688
CIND-00h13m44s_res2160_mu3000_sigma300_rate2750_aqOff.yuv,9.12004427760193
CIND-00h13m44s_res720_mu1500_sigma100_rate1568_aqOff.yuv,8.65584403890784
CIND-00h13m44s_res2160_mu1000_sigma100_rate1011_aqOn.yuv,8.12297269311528
CIND-00h13m44s_res600_mu800_sigma50_rate831_aqOff.yuv,7.96924109777106
CIND-00h13m44s_res2160_mu3000_sigma300_rate2750_aqOn.yuv,9.11470194306843
COVT-107_res2160_mu11200_sigma300_rate11041_aqOn.yuv,9.20062732574904
COVT-107_res600_mu800_sigma200_rate587_aqOn.yuv,8.55306917367126
COVT-107_res1080_mu1200_sigma100_rate1180_aqOn.yuv,8.37706886986741
COVT-107_res2160_mu1000_sigma100_rate1021_aqOn.yuv,8.44864123304823
COVT-107_res1080_mu5400_sigma300_rate5513_aqOn.yuv,9.1795886454702
COVT-107_res720_mu1500_sigma300_rate1328_aqOn.yuv,8.85232813757709
COVT-107_res2160_mu3000_sigma300_rate2669_aqOn.yuv,8.71916758540688
COVT-107_res1080_mu500_sigma100_rate588_aqOn.yuv,8.21021276053701
CARE-2_res1080_mu1200_sigma100_rate1214_aqOn.yuv,8.34698967070633
CARE-2_res2160_mu1000_sigma100_rate971_aqOn.yuv,7.90327621408748
CARE-2_res720_mu1500_sigma300_rate1229_aqOn.yuv,8.37481080531331
CARE-2_res2160_mu3000_sigma300_rate2565_aqOn.yuv,8.43617247173795
CARE-2_res1080_mu500_sigma100_rate539_aqOn.yuv,8.07149326933362
CARE-2_res600_mu800_sigma200_rate1014_aqOn.yuv,8.35897803608225
CARE-2_res1080_mu5400_sigma300_rate4886_aqOn.yuv,8.6447116723242
CARE-2_res2160_mu11200_sigma300_rate11440_aqOn.yuv,8.85113582958443
EplJuvVsRma-night3_res1080_mu500_sigma100_rate588_aqOn.yuv,6.07224696886699
EplJuvVsRma-night3_res600_mu800_sigma200_rate974_aqOn.yuv,6.73848687459422
EplJuvVsRma-night3_res720_mu1500_sigma300_rate1687_aqOn.yuv,7.06202742432042
EplJuvVsRma-night3_res2160_mu11200_sigma300_rate10706_aqOn.yuv,7.5433275926976
EplJuvVsRma-night3_res1080_mu5400_sigma300_rate5712_aqOn.yuv,7.52922190817106
EplJuvVsRma-night3_res1080_mu1200_sigma100_rate1170_aqOn.yuv,6.81746930532707
EplJuvVsRma-night3_res2160_mu3000_sigma300_rate3402_aqOn.yuv,7.12978279408822
EplJuvVsRma-night3_res2160_mu1700_sigma0_rate1700_aqOn.yuv,6.50159232344393
Wot_res600_mu800_sigma200_rate956_aqOn.yuv,8.23659729908615
Wot-2_res1080_mu1200_sigma100_rate1272_aqOff.yuv,4.09026130906775
Wot-2_res2160_mu1000_sigma100_rate853_aqOn.yuv,4.08874052047988
Wot_res2160_mu3000_sigma300_rate2892_aqOn.yuv,8.27228848338203
Wot-2_res720_mu1500_sigma100_rate1329_aqOn.yuv,4.10043668546234
Wot-2_res600_mu800_sigma50_rate824_aqOn.yuv,4.09961489524661
Wot_res2160_mu11200_sigma300_rate11338_aqOn.yuv,8.76921269187631
Wot_res1080_mu5400_sigma300_rate5456_aqOn.yuv,8.75658191729833
Wot_res2160_mu1000_sigma100_rate1054_aqOn.yuv,7.39606709512809
Wot-2_res2160_mu3000_sigma300_rate3149_aqOn.yuv,4.09862137711132
Wot-2_res1080_mu500_sigma100_rate483_aqOn.yuv,4.07501079444823
Wot-2_res1080_mu5400_sigma300_rate5207_aqOn.yuv,4.10060894307418
Wot-2_res2160_mu11200_sigma300_rate10931_aqOn.yuv,4.10603747899859
Wot_res1080_mu1200_sigma100_rate1082_aqOn.yuv,7.58208808281512
Wot_res1080_mu500_sigma100_rate514_aqOn.yuv,7.47026597663826
Wot-2_res720_mu1500_sigma100_rate1329_aqOff.yuv,4.09789543538149
Wot-2_res2160_mu3000_sigma300_rate3149_aqOff.yuv,4.09639413754456
Wot_res720_mu1500_sigma300_rate1136_aqOn.yuv,8.24656595236739
Wot-2_res600_mu800_sigma50_rate824_aqOff.yuv,4.10030378205866
Wot-2_res1080_mu1200_sigma100_rate1272_aqOn.yuv,4.08957091687148
EXPA-504_res600_mu800_sigma200_rate1058_aqOn.yuv,9.03185072997577
EXPA-504_res1080_mu500_sigma100_rate487_aqOn.yuv,8.14921600937967
EXPA-504_res1080_mu5400_sigma300_rate4934_aqOn.yuv,9.37035576670272
EXPA-504_res2160_mu3000_sigma300_rate2899_aqOn.yuv,9.09459805885099
EXPA-504_res2160_mu1000_sigma100_rate1057_aqOn.yuv,8.75401548298091
EXPA-504_res1080_mu1200_sigma100_rate1064_aqOn.yuv,8.72617065509369
EXPA-504_res2160_mu11200_sigma300_rate11055_aqOn.yuv,9.46701518370013
EXPA-504_res720_mu1500_sigma300_rate1819_aqOn.yuv,9.22973452266303
7500-00h15m25s_res2160_mu1000_sigma100_rate788_aqOn.yuv,8.53372523626547
7500-00h15m25s_res1080_mu5400_sigma300_rate5638_aqOn.yuv,9.51167676629536
7500-00h15m25s_res2160_mu3000_sigma300_rate3372_aqOn.yuv,9.36216381860712
7500-00h15m25s_res600_mu800_sigma50_rate840_aqOn.yuv,9.18054924948811
7500-00h15m25s_res2160_mu11200_sigma300_rate11726_aqOn.yuv,9.57221264047461
7500-00h15m25s_res1080_mu500_sigma100_rate466_aqOn.yuv,8.46994710254345
7500-00h15m25s_res1080_mu1200_sigma100_rate1268_aqOn.yuv,9.22504148275803
7500-00h15m25s_res720_mu1500_sigma100_rate1511_aqOn.yuv,9.30964573811268
Disney_res2160_mu1000_sigma100_rate870_aqOn.yuv,8.04766284386651
Disney-3_res1080_mu5400_sigma300_rate5404_aqOn.yuv,3.77485955717848
Disney-3_res2160_mu11200_sigma300_rate10955_aqOn.yuv,3.79536929992546
Disney-3_res600_mu800_sigma200_rate1056_aqOn.yuv,3.75369353750861
Disney-3_res1080_mu500_sigma100_rate475_aqOn.yuv,3.82629062138396
Disney_res1080_mu1200_sigma100_rate1108_aqOn.yuv,8.18862551900785
Disney_res2160_mu3000_sigma300_rate2951_aqOn.yuv,8.39562770483268
Disney_res1080_mu500_sigma100_rate311_aqOn.yuv,7.74470096982749
Disney-3_res1080_mu1200_sigma100_rate1293_aqOn.yuv,3.74954154047122
Disney_res2160_mu11200_sigma300_rate11453_aqOn.yuv,8.91346996323617
Disney_res600_mu800_sigma50_rate928_aqOn.yuv,8.45507430938452
Disney-3_res720_mu1500_sigma300_rate2255_aqOn.yuv,3.79191029024192
Disney-3_res2160_mu3000_sigma300_rate3097_aqOn.yuv,3.81418721958889
Disney_res720_mu1500_sigma100_rate1486_aqOn.yuv,8.39998822512371
Disney-3_res2160_mu1000_sigma100_rate819_aqOn.yuv,3.84113546735544
Disney_res1080_mu5400_sigma300_rate4925_aqOn.yuv,8.74108275056592
CHMA-313-2_res1080_mu1200_sigma100_rate954_aqOn.yuv,3.53735903603066
CHMA-313-2_res2160_mu1000_sigma100_rate1044_aqOn.yuv,3.66025855553824
CHMA-313_res2160_mu11200_sigma300_rate11234_aqOn.yuv,9.63061153973314
CHMA-313-2_res720_mu1500_sigma300_rate1682_aqOn.yuv,3.5974893961463
CHMA-313-2_res600_mu800_sigma200_rate695_aqOn.yuv,3.54846849857452
CHMA-313-2_res1080_mu5400_sigma300_rate5646_aqOn.yuv,3.63115796317224
CHMA-313-2_res2160_mu3000_sigma300_rate3249_aqOn.yuv,3.65099161152839
CHMA-313_res1080_mu1200_sigma100_rate1091_aqOn.yuv,7.73498101818599
CHMA-313_res600_mu800_sigma200_rate550_aqOn.yuv,7.1558427749785
CHMA-313_res1080_mu500_sigma100_rate376_aqOn.yuv,6.61208707190106
CHMA-313_res2160_mu1000_sigma100_rate878_aqOn.yuv,7.19983356031547
CHMA-313_res1080_mu5400_sigma300_rate5497_aqOn.yuv,9.09560500712577
CHMA-313_res2160_mu3000_sigma300_rate3122_aqOn.yuv,8.80864375311688
CHMA-313-2_res2160_mu11200_sigma300_rate11194_aqOn.yuv,3.65267421081421
CHMA-313_res720_mu1500_sigma300_rate1692_aqOn.yuv,8.01029794822206
CHMA-313-2_res1080_mu500_sigma100_rate638_aqOn.yuv,3.5326639142505
EXPA-510-1_res600_mu800_sigma200_rate807_aqOn.yuv,9.20386853966554
EXPA-510-1_res720_mu1500_sigma300_rate1736_aqOn.yuv,9.36959712163914
EXPA-510-1_res2160_mu11200_sigma300_rate11369_aqOn.yuv,9.60954966678741
EXPA-510-1_res2160_mu3000_sigma300_rate3104_aqOn.yuv,9.38030952309108
EXPA-510-1_res1080_mu500_sigma100_rate598_aqOn.yuv,8.61995344621676
EXPA-510-1_res2160_mu1000_sigma100_rate970_aqOn.yuv,8.54628677555984
EXPA-510-1_res1080_mu5400_sigma300_rate5269_aqOn.yuv,9.45926879242774
EXPA-510-1_res1080_mu1200_sigma100_rate1196_aqOn.yuv,8.87736104232089
EplJuvVsRma-night2_res2160_mu1700_sigma0_rate1700_aqOn.yuv,6.45043029252902
EplJuvVsRma-night2_res600_mu800_sigma200_rate595_aqOn.yuv,6.91778723678073
EplJuvVsRma-night2_res2160_mu3000_sigma300_rate3107_aqOn.yuv,7.13866448439021
EplJuvVsRma-night2_res2160_mu11200_sigma300_rate11053_aqOn.yuv,7.46518881843443
EplJuvVsRma-night2_res1080_mu1200_sigma100_rate892_aqOn.yuv,6.77124366627715
EplJuvVsRma-night2_res720_mu1500_sigma300_rate1278_aqOn.yuv,7.21175677352589
EplJuvVsRma-night2_res1080_mu5400_sigma300_rate5259_aqOn.yuv,7.54795471463134
EplJuvVsRma-night2_res1080_mu500_sigma100_rate586_aqOn.yuv,6.37800390863965
JKRY-108_res2160_mu1000_sigma100_rate842_aqOn.yuv,7.1471498603359
JKRY-108_res2160_mu3000_sigma300_rate2538_aqOn.yuv,8.00810351629959
JKRY-108_res1080_mu1200_sigma100_rate1052_aqOn.yuv,7.63146737753541
JKRY-108_res2160_mu11200_sigma300_rate11252_aqOn.yuv,8.51169981864669
JKRY-108_res1080_mu500_sigma100_rate588_aqOn.yuv,7.34479222218687
JKRY-108_res600_mu800_sigma200_rate1036_aqOn.yuv,7.68596981365312
JKRY-108_res1080_mu5400_sigma300_rate5128_aqOn.yuv,8.40168058526872
JKRY-108_res720_mu1500_sigma300_rate1374_aqOn.yuv,8.00841115289087
HNNA-202_res2160_mu11200_sigma300_rate11106_aqOn.yuv,9.77049509459164
HNNA-202_res2160_mu3000_sigma300_rate3037_aqOn.yuv,9.56390344382438
HNNA-202_res1080_mu5400_sigma300_rate5386_aqOn.yuv,9.73291073231542
HNNA-202_res600_mu800_sigma200_rate958_aqOn.yuv,6.89165570304077
HNNA-202_res1080_mu500_sigma100_rate400_aqOn.yuv,8.21666063188252
HNNA-202_res1080_mu1200_sigma100_rate1351_aqOn.yuv,9.48135424670794
HNNA-202_res2160_mu1000_sigma100_rate1003_aqOn.yuv,8.72012634326548
HNNA-202_res720_mu1500_sigma300_rate1507_aqOn.yuv,9.58625089063201
CHMA-302_res720_mu1500_sigma300_rate1113_aqOn.yuv,8.17951431331898
CHMA-302_res1080_mu500_sigma100_rate629_aqOn.yuv,7.89974237939241
CHMA-302_res1080_mu5400_sigma300_rate5415_aqOn.yuv,9.18214935921778
CHMA-302_res1080_mu1200_sigma100_rate962_aqOn.yuv,7.73884012574166
CHMA-302_res2160_mu11200_sigma300_rate11021_aqOn.yuv,9.54696555717793
CHMA-302_res2160_mu1000_sigma100_rate974_aqOn.yuv,7.2673970260894
CHMA-302_res600_mu800_sigma200_rate1053_aqOn.yuv,8.36374758834815
CHMA-302_res2160_mu3000_sigma300_rate3401_aqOn.yuv,9.05578288896747
EplLeyVsWre-day_res2160_mu3000_sigma300_rate2906_aqOn.yuv,7.91871867868726
EplLeyVsWre-day_res2160_mu1700_sigma0_rate1700_aqOn.yuv,7.4920017263232
EplLeyVsWre-day_res1080_mu500_sigma100_rate455_aqOn.yuv,6.83772329393267
EplLeyVsWre-day_res1080_mu1200_sigma100_rate1327_aqOn.yuv,7.72495939630395
EplLeyVsWre-day_res600_mu800_sigma200_rate835_aqOn.yuv,7.70160831505239
EplLeyVsWre-day_res720_mu1500_sigma300_rate1565_aqOn.yuv,8.08839252033045
EplLeyVsWre-day_res1080_mu5400_sigma300_rate5841_aqOn.yuv,8.59619726114154
EplLeyVsWre-day_res2160_mu11200_sigma300_rate11327_aqOn.yuv,8.63291457731403
Wot-2_res1080_mu1200_sigma100_rate1272_aqOff.yuv,8.0237594844607
Wot-2_res2160_mu1000_sigma100_rate853_aqOn.yuv,7.47864384929803
Wot-2_res720_mu1500_sigma100_rate1329_aqOn.yuv,8.08332454804595
Wot-2_res600_mu800_sigma50_rate824_aqOn.yuv,7.9748776249545
Wot-2_res2160_mu3000_sigma300_rate3149_aqOn.yuv,8.06946685815305
Wot-2_res1080_mu500_sigma100_rate483_aqOn.yuv,7.46079870526039
Wot-2_res1080_mu5400_sigma300_rate5207_aqOn.yuv,8.36714047847923
Wot-2_res2160_mu11200_sigma300_rate10931_aqOn.yuv,8.38654648496825
Wot-2_res720_mu1500_sigma100_rate1329_aqOff.yuv,8.07081760103702
Wot-2_res2160_mu3000_sigma300_rate3149_aqOff.yuv,8.06260623277687
Wot-2_res600_mu800_sigma50_rate824_aqOff.yuv,7.97358117811867
Wot-2_res1080_mu1200_sigma100_rate1272_aqOn.yuv,8.0282300745105
HERO-00h01m57s_res1080_mu500_sigma100_rate440_aqOn.yuv,7.70086870377779
HERO-00h01m57s_res600_mu800_sigma50_rate780_aqOff.yuv,8.32558930712042
HERO-00h01m57s_res720_mu1500_sigma100_rate1426_aqOn.yuv,8.86753732265595
HERO-00h01m57s_res1080_mu1200_sigma100_rate1171_aqOff.yuv,8.48778485459686
HERO-00h01m57s_res600_mu800_sigma50_rate780_aqOn.yuv,8.37988957742178
HERO-00h01m57s_res2160_mu1000_sigma100_rate1020_aqOn.yuv,8.64075427404399
HERO-00h01m57s_res720_mu1500_sigma100_rate1426_aqOff.yuv,8.82713807423049
HERO-00h01m57s_res2160_mu3000_sigma300_rate3314_aqOn.yuv,9.33430874806355
HERO-00h01m57s_res2160_mu11200_sigma300_rate11363_aqOn.yuv,9.71397950328934
HERO-00h01m57s_res2160_mu3000_sigma300_rate3314_aqOff.yuv,9.3257922251743
HERO-00h01m57s_res1080_mu5400_sigma300_rate5435_aqOn.yuv,9.47240374867713
HERO-00h01m57s_res1080_mu1200_sigma100_rate1171_aqOn.yuv,8.58644521599966
MSPY-2_res2160_mu3000_sigma300_rate3233_aqOn.yuv,8.84309421288708
MSPY-2_res1080_mu5400_sigma300_rate5530_aqOn.yuv,9.01119960945001
MSPY-2_res2160_mu1000_sigma100_rate1104_aqOn.yuv,8.50154562046732
MSPY-2_res1080_mu1200_sigma100_rate1243_aqOn.yuv,8.51420938479105
MSPY-2_res2160_mu11200_sigma300_rate11016_aqOn.yuv,9.0691710637938
MSPY-2_res1080_mu500_sigma100_rate614_aqOn.yuv,8.2125074130715
MSPY-2_res720_mu1500_sigma300_rate1778_aqOn.yuv,8.81741243074598
MSPY-2_res600_mu800_sigma200_rate839_aqOn.yuv,8.63942041003064
HERO-00h02m40s_res2160_mu1000_sigma100_rate964_aqOn.yuv,8.20927204834716
HERO-00h02m40s_res1080_mu1200_sigma100_rate1179_aqOn.yuv,8.65521430113713
HERO-00h02m40s_res1080_mu1200_sigma100_rate1179_aqOff.yuv,8.60536106551609
HERO-00h02m40s_res720_mu1500_sigma100_rate1433_aqOn.yuv,8.93295097733319
HERO-00h02m40s_res1080_mu5400_sigma300_rate5608_aqOn.yuv,9.52945239902836
HERO-00h02m40s_res2160_mu11200_sigma300_rate11398_aqOn.yuv,9.67313436471737
HERO-00h02m40s_res600_mu800_sigma50_rate831_aqOff.yuv,8.62018513760108
HERO-00h02m40s_res1080_mu500_sigma100_rate580_aqOn.yuv,8.27549762146653
HERO-00h02m40s_res720_mu1500_sigma100_rate1433_aqOff.yuv,8.92077294652411
